"","Massbank_PR310840_LPC_18_3","Massbank_PR310841_LPC_18_3","Massbank_PR310842_LPC_18_3","Massbank_RP012103_PC_16_0_0_0_Palmitoyllysolectithin_3_hexadecanoyloxy_2_hydroxypropyl_2_trimethylazaniumyl_ethyl_phosphate","PC_14_0_18_1_","PC_14_0_18_2_","PC_14_0_18_3_","PC_14_0_20_4_","PC_14_0_22_6_","PC_15_0_0_0_","PC_15_0_18_2_","PC_15_0_18_3_","PC_15_0_20_3_","PC_15_0_20_4_","PC_15_1_18_2_","PC_16_0_16_0_","PC_16_0_16_1_","PC_16_0_18_0_","PC_16_0_18_1_","PC_16_0_18_2_","PC_16_0_18_3_","PC_16_0_20_3_","PC_16_0_20_4_","PC_16_0_20_5_","PC_16_0_22_4_","PC_16_0_22_5_","PC_16_0_22_6_","PC_16_0_18_1_2_3_hexadecanoyloxy_2_octadec_9_enoyloxy_propyl_phosphonato_oxy_ethyl_trimethylazanium","PC_16_0_20_4_2_3_hexadecanoyloxy_2_icosa_5_8_11_14_tetraenoyloxy_propyl_phosphonato_oxy_ethyl_trimethylazanium","PC_16_0_20_5_2_3_hexadecanoyloxy_2_icosa_5_8_11_14_17_pentaenoyloxy_propyl_phosphonato_oxy_ethyl_trimethylazanium","PC_16_1_16_1_","PC_16_1_17_1_","PC_16_1_17_2_","PC_16_1_18_1_","PC_16_1_18_2_","PC_16_1_18_3_","PC_16_1_20_4_","PC_16_2_16_0_","PC_16_2_16_1_","PC_16_2_18_1_","PC_16_2_18_2_","PC_16_3_16_0_","PC_17_0_0_0_","PC_17_0_18_1_","PC_17_0_18_2_","PC_17_0_18_3_","PC_17_1_18_1_","PC_17_1_18_2_","PC_17_2_18_2_","PC_18_0_18_2_","PC_18_0_18_3_","PC_18_0_20_2_","PC_18_0_20_3_","PC_18_0_20_4_","PC_18_0_9_0_CHO_","PC_18_1_18_1_","PC_18_1_18_2_","PC_18_1_19_1_","PC_18_1_20_1_","PC_18_1_20_3_","PC_18_1_20_4_","PC_18_1_22_1_","PC_18_1_24_0_","PC_18_1_24_1_","PC_18_1_18_2_trimethyl_2_3_octadec_11_enoyloxy_2_octadeca_9_12_dienoyloxy_propyl_phosphonato_oxy_ethyl_azanium","PC_18_2_0_0_","PC_18_2_18_2_","PC_18_2_18_3_","PC_18_2_20_0_","PC_18_2_20_1_","PC_18_2_20_2_","PC_18_2_20_4_","PC_18_2_22_0_","PC_18_2_24_0_","PC_18_3_0_0_","PC_18_3_18_3_","PC_18_3_20_2_","PC_19_1_19_1_","PC_19_1_22_1_","PC_20_1_20_1_","PC_DAG_16_0_18_3_","Spectral_Match_to_Arachidonoylthio_PC_from_NIST14","Spectral_Match_to_HEPC_from_NIST14","Spectral_Match_to_Lyso_PC_16_0_from_NIST14"
"PI533948","4.709316e+01","4.709316e+01","4.709316e+01","1.063173e+02","6.983499e+01","4.107044e+01","2.875081e+01","1.556770e+02","1.768904e+03","7.868982e-01","3.572733e+02","4.997820e+02","4.423902e+01","1.452484e+01","3.569872e+02","5.313418e+02","1.489707e+02","2.029231e+02","9.200616e+03","2.220321e+04","5.507584e+04","3.677554e+03","5.627577e+03","1.425310e+04","2.341105e+01","4.250900e+00","3.112702e+01","2.033000e+01","1.450985e+02","2.451786e+02","1.008437e+01","2.923145e+02","3.863900e+02","3.700534e+03","2.060970e+03","1.186144e+02","3.853206e+04","9.663633e+00","5.750162e+01","6.211137e+03","2.244203e+02","6.708522e+01","5.469465e+03","2.870769e+01","2.533179e+02","4.370226e+01","2.941021e+02","3.490813e+02","6.224933e+00","1.380140e+03","6.129115e+02","1.464539e+01","1.309730e+02","4.682209e+01","1.092132e+01","8.942592e+02","2.825644e+03","9.309451e+00","8.823024e+01","5.462578e+01","4.266648e+01","8.939286e+00","1.763586e+01","2.943884e+01","1.308534e+02","2.103505e+03","3.188961e+04","1.768574e+04","3.002849e+01","1.942067e+01","7.803682e+00","3.112702e+01","5.959524e-01","1.549412e+00","6.122111e+02","2.527005e+03","1.834181e+00","6.485645e+01","3.116768e-01","2.383810e+00","1.373980e+02","8.654141e+02","1.311497e-01","5.315863e+02"
"PI534063","7.094280e+00","7.094280e+00","7.094280e+00","2.353570e+01","2.574450e+01","2.095564e+01","2.332082e+01","5.627107e+01","3.612898e+03","2.696491e-01","2.547293e+02","4.968828e+02","6.730224e+01","1.005286e+01","3.549163e+02","2.985619e+02","7.101575e+01","5.432436e+02","5.732974e+03","1.739055e+04","6.180363e+04","3.393817e+03","3.489779e+03","6.229995e+03","2.191472e+01","2.121719e+01","1.485541e+01","1.846207e+01","7.047828e+01","7.741136e+01","1.150451e+01","2.084149e+02","4.085165e+02","2.898424e+03","5.142677e+02","3.805175e+01","1.616511e+04","1.371130e+01","4.664164e+01","6.889927e+03","7.717322e+01","5.441525e+01","1.514072e+03","2.069765e+01","3.478148e+02","6.334026e+01","2.937873e+02","5.027601e+02","4.308369e+00","1.040766e+03","4.249191e+02","1.828345e+01","2.167503e+02","4.382944e+01","4.187251e+00","4.256896e+02","3.160850e+03","7.495752e+00","3.477788e+01","5.113435e+01","1.844571e+02","4.923339e+00","2.891747e+01","2.711059e+02","1.826861e+02","2.632182e+02","1.977541e+04","7.665474e+03","3.080339e+01","3.376968e+01","7.304907e+00","1.485541e+01","3.282226e-01","1.426873e+01","9.222563e+01","5.161283e+03","9.950260e+00","6.299033e+01","3.560919e-01","1.312890e+00","3.428451e+01","9.248047e+02","4.494151e-02","1.176785e+02"
"PI655995","1.904865e+00","1.904865e+00","1.904865e+00","2.056732e+01","2.959845e+01","8.217627e+01","1.807080e+01","2.304485e+02","7.116414e+03","7.672986e-02","4.309156e+02","6.615245e+02","9.196294e+01","1.610247e+02","4.725175e+02","1.833027e+02","3.485157e+01","9.870170e+01","5.642761e+03","2.407522e+04","2.553059e+04","6.856373e+03","8.770288e+03","1.443113e+04","9.051898e+01","7.941994e+01","6.787961e+01","2.154538e+00","2.027362e+02","2.829323e+02","1.326822e+02","3.525673e+02","5.374403e+02","4.012536e+03","7.092420e+02","1.672179e+02","3.802140e+04","2.435983e+01","3.614160e+01","2.868255e+03","3.253634e+02","4.216520e+01","1.576846e+03","5.581152e+00","6.949633e+02","8.854051e+01","6.131435e+02","7.049017e+02","6.901060e+01","3.085073e+03","1.045227e+03","1.739833e+02","3.184965e+02","1.810380e+02","1.316404e+01","6.702272e+02","8.545597e+03","2.114902e+01","3.240123e+02","2.112110e+02","6.104809e+02","5.666388e+01","3.249701e+01","1.435394e+03","5.928800e+02","2.097238e+02","4.969830e+04","1.778683e+04","6.871344e+01","3.996382e+01","3.017299e+01","6.787961e+01","3.777592e+00","7.554704e+01","2.476324e+01","1.016631e+04","3.471072e+01","1.617845e+02","5.048493e+00","1.511037e+01","4.728280e+01","2.501702e+03","1.278831e-02","1.028366e+02"
"PI533754","2.460044e+01","2.460044e+01","2.460044e+01","6.657186e+01","3.521650e+01","1.427162e+02","3.388368e+01","1.107100e+02","2.066041e+03","3.505075e-01","3.734544e+02","4.231866e+02","5.379365e+01","1.656963e+01","3.022762e+02","2.731091e+02","9.226919e+01","1.579026e+02","1.487524e+04","2.647157e+04","5.534559e+04","6.163454e+03","1.234591e+04","1.924091e+04","4.766439e+01","2.606639e+01","5.143103e+01","3.787814e+01","2.274568e+02","1.154703e+02","9.918997e+00","3.055536e+02","3.215654e+02","4.411929e+03","2.158363e+03","8.445988e+01","3.793301e+04","2.697746e+01","6.776737e+01","6.245438e+03","1.596845e+02","7.906193e+01","4.309402e+03","1.835891e+01","3.671363e+02","5.130612e+01","3.722237e+02","4.079614e+02","7.101268e+00","1.568465e+03","5.548706e+02","1.592146e+01","3.273148e+02","9.532878e+01","9.709128e+00","1.684300e+03","3.810227e+03","1.232291e+01","3.735322e+01","1.112169e+02","1.986556e+02","2.719124e+00","1.593796e+01","2.961559e+01","1.395174e+02","1.819095e+03","6.996018e+04","2.325789e+04","2.150166e+01","4.701288e+01","1.588813e+01","5.143103e+01","1.812749e-01","1.558715e+00","3.198058e+02","2.951487e+03","1.126463e+01","4.494908e+01","2.719216e-01","7.250996e-01","1.438909e+02","1.044317e+03","5.841792e-02","3.328593e+02"
"PI656051","1.040619e+00","1.040619e+00","1.040619e+00","2.975316e+01","2.398048e+01","1.442812e+02","7.560877e+00","1.013700e+02","1.562058e+03","6.223835e-01","4.242415e+02","6.250560e+02","5.398808e+01","8.467444e+01","4.464686e+02","5.478643e+02","1.207104e+02","7.775447e+02","1.668873e+04","2.485521e+04","2.510613e+04","7.860668e+03","4.437774e+03","6.529870e+03","5.711912e+01","3.741382e+01","7.661422e+01","4.811413e+01","1.180265e+02","5.383912e+01","9.735349e+01","3.471067e+02","4.901040e+02","4.142535e+03","1.064392e+02","7.688332e+01","1.689165e+04","1.687857e+01","1.512175e+01","2.794300e+03","1.458436e+02","1.764205e+01","2.032454e+03","1.066134e+02","3.492848e+02","4.837882e+01","3.699199e+02","3.814213e+02","3.628905e+01","2.500433e+03","5.882483e+02","1.121140e+02","6.723824e+02","1.142382e+02","3.251139e-01","6.501806e+02","4.916904e+03","2.443373e+01","1.524201e+02","1.332779e+02","2.885495e+02","3.548524e+01","9.598562e+01","1.320182e+03","2.104037e+02","4.433186e+02","2.514739e+04","7.915807e+03","6.673617e+01","1.161370e+02","1.903971e+01","7.661422e+01","2.365683e+00","6.948325e+01","1.352805e+01","2.231511e+03","1.458806e+01","1.442965e+02","4.541510e+00","9.462732e+00","7.095946e+00","1.324245e+03","1.037306e-01","1.487658e+02"
"PI656064","1.718675e+00","1.718675e+00","1.718675e+00","3.164345e+01","8.718288e+01","1.553842e+02","6.748967e+01","3.421335e+02","5.955144e+03","1.863169e-01","8.893862e+02","1.095431e+03","1.563024e+02","2.770940e+02","7.824508e+02","8.880780e+02","2.475329e+02","1.252589e+03","2.615264e+04","4.376563e+04","3.509499e+04","1.125260e+04","7.675533e+03","1.245659e+04","9.391049e+01","2.335585e+01","7.640128e+01","6.874118e+01","3.535188e+02","2.315172e+02","3.417822e+02","7.276797e+02","8.727520e+02","7.294272e+03","4.015024e+02","2.498154e+02","3.288553e+04","6.405718e+01","1.349793e+02","3.917288e+03","4.843218e+02","1.574759e+02","2.311190e+03","1.712889e+02","1.141315e+03","1.474176e+02","1.087081e+03","1.170456e+03","1.187546e+02","3.477986e+03","9.439956e+02","1.398398e+02","8.953292e+02","1.878210e+02","1.187449e+01","6.884975e+02","5.468795e+03","1.978541e+01","2.961668e+02","2.191245e+02","2.081980e+02","5.152124e+01","8.169340e+00","1.759499e+03","6.364807e+01","4.307038e+02","4.349469e+04","1.544530e+04","8.379623e+01","1.541465e+02","3.130350e+01","7.640128e+01","3.434749e+00","9.260520e+01","2.234278e+01","8.507348e+03","9.954922e+00","1.880370e+02","3.792681e+00","1.373900e+01","2.676682e+01","1.509473e+03","3.105282e-02","1.582173e+02"
"PI542718","7.606464e+00","7.606464e+00","7.606464e+00","2.446721e+01","5.120276e+01","5.543966e+01","3.914018e+00","1.034966e+02","4.441869e+03","2.418063e-01","3.247127e+02","5.090493e+02","8.073634e+01","1.286159e+01","3.636066e+02","5.415457e+02","9.438400e+01","4.320864e+02","1.340593e+04","1.837357e+04","6.364986e+04","6.732654e+03","8.862985e+03","8.859019e+03","2.103490e+01","1.462403e+01","4.313657e+01","2.878055e+01","1.429221e+02","1.178401e+02","3.351269e+01","2.656740e+02","4.058795e+02","3.062261e+03","3.377867e+02","8.299638e+01","2.348030e+04","2.312837e+01","7.828036e+00","7.087219e+03","1.525851e+02","9.132709e+00","1.491153e+03","8.615081e+01","3.673511e+02","7.784442e+01","3.796398e+02","6.198635e+02","5.512110e+00","3.166896e+03","8.868026e+02","6.956389e+01","2.503455e+02","4.206981e+01","1.329520e+01","8.320753e+02","4.538816e+03","7.570492e+00","1.583084e+02","4.908144e+01","1.228867e+02","2.832942e+00","3.436621e+01","2.702043e+02","2.355680e+02","6.194977e+02","5.022358e+04","1.097476e+04","4.075451e+01","4.268615e+01","7.011634e+00","4.313657e+01","1.888628e-01","1.422128e+01","9.888403e+01","6.345527e+03","5.696019e+00","9.244932e+01","2.952831e-01","7.554512e-01","2.251911e+01","1.452808e+03","4.030105e-02","1.223360e+02"
"PI656102","1.147455e+01","1.147455e+01","1.147455e+01","3.400978e+01","2.768083e+01","1.811100e+01","4.231096e+00","7.707856e+01","4.728574e+03","6.572453e-01","2.565882e+02","6.239694e+02","1.707450e+01","7.653713e+00","4.456924e+02","2.814646e+02","2.464620e+01","6.749048e+02","6.967366e+03","1.735007e+04","2.712864e+04","4.353255e+03","2.760740e+03","7.556625e+03","3.662022e+01","2.891055e+01","2.379674e+01","2.850233e+01","1.351863e+02","5.916038e+01","9.558908e+00","2.099358e+02","5.135722e+02","2.891679e+03","1.258714e+02","6.404852e+01","1.940536e+04","1.097213e+01","8.462193e+00","3.019887e+03","1.154676e+02","9.872558e+00","1.923593e+03","1.101710e+01","2.095017e+02","1.481535e+01","1.680038e+02","1.162636e+02","3.280163e+00","1.392481e+03","4.740877e+02","4.851828e+01","3.724060e+02","7.324044e+01","1.185032e+01","3.599161e+02","2.560331e+03","6.863694e+00","6.052531e+01","8.544718e+01","2.322202e+02","5.582945e+00","2.182108e+01","3.215933e+02","9.906956e+01","6.376215e+02","1.564420e+04","9.101604e+03","2.763126e+01","6.034436e+01","1.220674e+01","2.379674e+01","3.721964e-01","1.692596e+01","1.491692e+02","6.755106e+03","1.364047e+01","5.965426e+01","8.124170e-01","1.488785e+00","8.391430e+00","7.826873e+02","1.095409e-01","1.700489e+02"
"PI656049","4.185232e-01","4.185232e-01","4.185232e-01","2.587138e+01","8.076596e+01","1.087671e+02","4.886247e+00","1.647440e+02","2.408492e+03","3.183977e-01","6.840162e+02","5.566120e+02","9.156223e+01","2.196144e+02","3.975800e+02","6.772437e+02","1.992927e+02","1.239910e+03","1.158814e+04","3.270050e+04","3.794498e+04","1.147177e+04","1.624704e+04","1.244804e+04","1.290449e+02","1.540284e+01","1.052450e+02","5.334933e+01","3.980792e+02","8.541543e+01","7.334880e+00","5.596496e+02","4.404336e+02","5.450084e+03","1.204994e+02","1.323958e+02","3.344322e+04","2.870046e+01","9.772495e+00","4.221464e+03","2.431144e+02","1.140124e+01","1.797772e+03","8.727766e+01","4.798447e+02","8.433019e+01","4.604202e+02","6.674095e+02","9.412044e+01","5.268399e+03","7.052908e+02","2.042429e+02","9.392300e+02","2.580897e+02","1.196098e+01","9.922591e+02","5.253192e+03","2.062687e+01","2.392174e+02","3.011047e+02","1.757514e+02","8.345222e+01","6.145271e+01","1.765617e+03","1.239418e+01","4.976868e+02","9.206658e+04","1.548775e+04","5.581018e+01","1.551840e+02","4.301496e+01","1.052450e+02","5.563482e+00","9.292719e+01","5.440801e+00","3.440703e+03","5.880058e+00","1.322247e+02","6.479197e+00","2.225393e+01","8.033294e+00","1.308205e+03","5.306628e-02","1.293569e+02"
"PI656044","1.768300e+00","1.768300e+00","1.768300e+00","3.299946e+01","4.319725e+01","5.995792e+01","1.458341e+00","8.038605e+01","1.595759e+03","4.421365e-01","4.408292e+02","5.054253e+02","5.705491e+01","7.741446e+01","3.610181e+02","4.262454e+02","5.653713e+01","7.375334e+02","1.219168e+04","1.914747e+04","2.809384e+04","5.828937e+03","6.753998e+03","5.100611e+03","2.674623e+01","2.544579e+01","4.079778e+01","4.270275e+01","1.608814e+02","2.530848e+01","3.518100e+01","3.606784e+02","4.008966e+02","3.191244e+03","2.109735e+02","6.362420e+01","1.353358e+04","2.144013e+01","2.916682e+00","3.130914e+03","1.178266e+02","3.402795e+00","1.873561e+03","1.085300e+02","3.675945e+02","5.300601e+01","3.794211e+02","4.199992e+02","3.317762e+01","1.628166e+03","4.590033e+02","7.051862e+01","4.781088e+02","5.349247e+01","4.517358e+00","5.438271e+02","4.983850e+03","1.341332e+01","1.122721e+02","6.240788e+01","2.055023e+02","3.181297e+01","4.238516e+01","7.403690e+02","3.436568e+02","5.048408e+02","3.827265e+04","6.291916e+03","4.829125e+01","8.355135e+01","8.915411e+00","4.079778e+01","2.120865e+00","3.896679e+01","2.298790e+01","2.279656e+03","1.019266e+01","1.041413e+02","2.924396e+00","8.483459e+00","1.406490e+01","1.344077e+03","7.368941e-02","1.649973e+02"
"PI595699","3.474621e+01","3.474621e+01","3.474621e+01","7.063460e+01","3.868240e+01","8.924662e+01","3.083955e+01","8.593335e+01","2.204377e+03","5.348738e-01","1.860411e+02","1.843141e+02","5.311821e+01","3.982970e+00","1.316529e+02","4.188652e+02","9.993141e+01","4.444651e+01","4.945122e+03","2.111098e+04","6.272252e+04","2.535116e+03","4.902710e+03","8.638819e+03","2.655580e+01","1.382679e+01","1.685523e+01","2.995628e+00","7.937597e+01","1.049169e+02","6.219780e+00","1.522154e+02","1.508282e+02","3.518497e+03","1.631109e+03","6.899022e+01","2.209955e+04","1.640903e+01","6.167911e+01","7.041662e+03","1.267556e+02","7.195896e+01","6.607204e+03","9.698258e+00","2.813875e+02","5.276187e+01","2.911027e+02","4.217386e+02","1.706987e+00","1.224546e+03","5.654372e+02","1.111653e+01","1.662986e+02","5.311160e+01","5.751225e-01","1.023416e+03","2.062163e+03","6.663565e+00","5.093738e+01","6.196354e+01","1.120318e+02","5.555502e-01","1.157552e+01","2.881622e+00","1.194715e+02","1.677599e+03","2.778203e+04","1.041173e+04","2.095206e+01","2.320754e+01","8.851934e+00","1.685523e+01","3.703668e-02","1.516643e-01","4.517007e+02","3.149110e+03","6.250095e+00","4.458859e+01","1.979690e-01","1.481467e-01","1.087406e+02","7.303984e+02","8.914563e-02","3.531730e+02"
"PI656035","5.697977e-01","5.697977e-01","5.697977e-01","1.094390e+01","9.691626e+00","8.680847e+01","1.520663e+01","1.879301e+02","8.815874e+03","3.758738e-02","3.769924e+02","6.702487e+02","1.199747e+02","1.078829e+02","4.787491e+02","3.533786e+02","1.229034e+01","2.262651e+02","9.397195e+03","3.215107e+04","8.282412e+04","8.115628e+03","7.285402e+03","1.279924e+04","3.025753e+01","4.511260e+01","3.605195e+01","1.657565e+01","1.890687e+02","2.521752e+02","1.713087e+01","3.084483e+02","5.403408e+02","5.358512e+03","5.245479e+02","1.507501e+02","3.313011e+04","2.963786e+01","3.041326e+01","9.225993e+03","2.771020e+02","3.548213e+01","1.512183e+03","1.048665e+01","3.249400e+02","1.183880e+02","3.658088e+02","9.455171e+02","4.623551e+01","2.381557e+03","1.184635e+03","1.145925e+02","2.018727e+02","6.051507e+01","1.937208e+01","5.033418e+02","1.154486e+04","1.170814e+01","1.315368e+02","7.060091e+01","3.111312e+02","1.659887e+01","2.671074e+01","6.177183e+02","8.842879e+02","6.338092e+01","4.128394e+04","1.562190e+04","3.684479e+01","1.974180e+01","1.008584e+01","3.605195e+01","1.106591e+00","3.251149e+01","7.407370e+00","1.259411e+04","1.768136e+01","8.478662e+01","9.113398e-01","4.426365e+00","3.496986e+01","3.300069e+03","6.264563e-03","5.471949e+01"
"PI656011","1.215318e+00","1.215318e+00","1.215318e+00","2.598167e+01","5.505250e+01","2.234716e+02","4.510195e+01","4.721299e+02","5.176682e+03","2.956318e-01","1.003224e+03","1.094397e+03","1.448626e+02","3.833419e+02","7.817124e+02","8.013275e+02","2.930534e+02","6.773040e+02","2.237962e+04","6.062656e+04","5.691200e+04","1.557717e+04","1.831293e+04","2.006773e+04","2.272845e+02","6.108830e+01","1.170577e+02","9.254466e+01","3.971491e+02","1.242893e+02","3.469267e+02","8.208194e+02","8.567325e+02","1.010443e+04","3.114464e+02","3.456227e+02","5.371489e+04","7.044643e+01","9.020391e+01","6.337397e+03","6.690703e+02","1.052379e+02","2.372745e+03","1.809018e+02","2.255087e+03","1.345364e+02","1.782039e+03","1.065965e+03","1.642894e+02","5.111834e+03","8.769377e+02","1.468674e+02","1.724478e+03","4.545689e+02","1.187906e+01","1.156574e+03","8.075061e+03","3.031315e+01","2.387875e+02","5.303304e+02","4.875429e+02","1.207976e+02","7.977065e+01","2.203096e+03","1.468657e+02","3.131826e+02","1.037733e+05","2.483859e+04","1.128750e+02","2.875956e+02","7.576149e+01","1.170577e+02","8.053176e+00","1.159524e+02","1.579914e+01","7.395261e+03","2.460373e+01","2.411804e+02","7.791349e+00","3.221271e+01","2.076310e+01","1.974668e+03","4.927196e-02","1.299083e+02"
"PI607931","2.609690e+01","2.609690e+01","2.609690e+01","6.638151e+01","6.239176e+01","4.109156e+01","9.071797e+00","6.034082e+01","3.373617e+03","3.399116e+00","4.650744e+02","5.489076e+02","6.970931e+01","1.895454e+01","3.920768e+02","4.722739e+02","1.097992e+02","2.514274e+02","1.399167e+04","1.980315e+04","5.959080e+04","5.249180e+03","3.898290e+03","5.058283e+03","2.501814e+01","1.680844e+01","2.602027e+01","3.402457e+01","5.703957e+01","6.314960e+01","5.498661e+01","3.805154e+02","4.084216e+02","3.300524e+03","9.497699e+02","5.884793e+01","1.300583e+04","1.271959e+01","1.814359e+01","6.663412e+03","9.751807e+01","2.116753e+01","6.363048e+03","2.500597e+01","2.649782e+02","6.818309e+01","2.578287e+02","5.439385e+02","8.123373e+00","9.981406e+02","9.956104e+02","6.822377e+01","2.131904e+02","5.003629e+01","1.062420e+01","3.616783e+02","2.907289e+03","1.043408e+01","8.373557e+01","5.837567e+01","1.374851e+02","2.939599e+01","3.186197e+01","1.819991e+02","1.015716e+02","1.096648e+03","2.209031e+04","6.078573e+03","2.193897e+01","2.605921e+01","8.339381e+00","2.602027e+01","1.959733e+00","9.578901e+00","3.392597e+02","4.819453e+03","6.753205e+00","5.084111e+01","3.769694e-01","7.838932e+00","6.331800e+01","1.147076e+03","5.665194e-01","3.319076e+02"
"PI655973","4.920948e-01","4.920948e-01","4.920948e-01","1.567819e+01","8.243599e+01","8.478829e+01","6.758858e+01","2.838256e+02","8.490882e+03","7.784414e-02","7.214425e+02","7.117262e+02","1.083184e+02","1.149567e+02","5.083759e+02","4.981403e+02","1.643569e+02","1.621327e+02","1.002281e+04","4.671802e+04","9.697522e+04","7.727855e+03","1.483477e+04","1.953996e+04","7.692814e+01","7.286502e+01","4.296265e+01","2.105995e+01","2.733337e+02","1.681432e+02","4.229089e+00","5.902712e+02","5.757863e+02","7.786336e+03","3.855245e+02","2.147141e+02","5.086912e+04","2.598907e+01","1.351772e+02","1.079216e+04","4.078962e+02","1.577067e+02","1.827560e+03","4.436524e+00","4.654888e+02","1.053680e+02","4.606020e+02","8.399935e+02","4.926715e+01","2.348566e+03","1.157785e+03","1.186043e+02","5.260946e+02","1.538563e+02","2.529241e+01","4.927407e+02","8.272287e+03","1.358666e+01","2.225675e+02","1.794990e+02","4.918144e+02","5.895976e+01","4.458703e+01","1.337930e+03","5.416579e+02","2.021481e+02","8.406370e+04","2.360968e+04","5.305699e+01","8.239024e+01","2.564271e+01","4.296265e+01","3.930651e+00","7.041735e+01","6.397233e+00","1.212983e+04","2.729247e+01","1.225070e+02","3.614976e+00","1.572260e+01","2.570163e+01","2.489897e+03","1.297402e-02","7.839094e+01"
"PI276837","2.341428e+00","2.341428e+00","2.341428e+00","1.350622e+01","1.419742e+02","7.923250e+01","8.174360e+01","4.315431e+02","1.717308e+04","2.907523e-01","1.211729e+03","9.948940e+02","1.981163e+02","2.146963e+02","7.106386e+02","9.549003e+02","3.159762e+02","1.387313e+03","2.580008e+04","5.473286e+04","1.062578e+05","1.248064e+04","7.525589e+03","2.558704e+04","1.337117e+02","6.853398e+01","8.214431e+01","6.826063e+01","2.541210e+02","2.183636e+02","1.579241e+01","9.914148e+02","7.993702e+02","9.122143e+03","9.449201e+02","3.320592e+02","6.898131e+04","4.036286e+01","1.634872e+02","1.184842e+04","6.247655e+02","1.907351e+02","1.868560e+03","1.197846e+02","6.143836e+02","1.917037e+02","6.648779e+02","1.527217e+03","9.201268e+01","4.208842e+03","1.988800e+03","1.301648e+02","5.457098e+02","2.674235e+02","2.806166e+01","1.684294e+03","9.757770e+03","1.314522e+01","2.570004e+02","3.119941e+02","5.608713e+02","5.833418e+01","7.320777e+01","1.061832e+03","4.179924e+02","2.140455e+02","4.264501e+04","3.178749e+04","6.565962e+01","8.196456e+01","4.457058e+01","8.214431e+01","3.888945e+00","5.588589e+01","3.043856e+01","2.453297e+04","2.999270e+01","1.497619e+02","9.338895e-01","1.555578e+01","6.299467e+01","3.116953e+03","4.845871e-02","6.753109e+01"
"PI533843","5.747189e+00","5.747189e+00","5.747189e+00","4.164840e+01","6.309258e+01","1.189138e+01","5.306997e+00","1.691576e+02","2.589601e+03","3.871714e-01","4.008499e+02","4.617988e+02","6.814801e+01","9.900265e+01","3.298563e+02","7.586459e+02","1.114263e+02","2.684413e+02","7.890133e+03","3.679251e+04","4.233791e+04","5.235476e+03","8.269581e+03","8.185884e+03","7.138283e+01","3.814679e+01","4.317798e+01","3.561226e+01","1.880122e+02","6.643442e+01","1.185856e+01","3.279681e+02","3.724169e+02","6.132084e+03","1.900013e+02","1.316889e+02","2.168466e+04","1.801046e+01","1.061399e+01","4.712657e+03","2.461471e+02","1.238299e+01","1.920238e+03","5.460972e+00","3.562491e+02","6.320970e+01","3.721756e+02","5.007393e+02","4.242971e+01","2.903471e+03","4.423695e+02","9.029474e+01","6.913633e+02","1.427657e+02","1.284267e+00","8.133234e+02","4.707525e+03","1.311011e+01","1.553197e+02","1.665599e+02","2.942660e+02","3.607500e+01","5.153910e+01","9.479584e+02","3.393484e+02","5.672786e+02","4.686096e+04","1.001232e+04","4.263453e+01","1.198660e+02","2.379428e+01","4.317798e+01","2.405000e+00","4.989255e+01","7.471346e+01","3.699430e+03","1.575076e+01","9.670436e+01","7.427929e-01","9.620000e+00","1.266676e+01","1.277005e+03","6.452857e-02","2.082420e+02"
"PI533939","1.857784e+01","1.857784e+01","1.857784e+01","2.807687e+01","5.681485e+01","9.833952e+01","1.473881e+01","9.448369e+01","4.138236e+03","1.017326e+00","5.939702e+02","7.930625e+02","6.540940e+01","1.309566e+01","5.664732e+02","4.641462e+02","6.803318e+01","3.250817e+02","9.503750e+03","1.902935e+04","3.611916e+04","6.656529e+03","7.244727e+03","1.123124e+04","2.725942e+01","2.368243e+01","4.126500e+01","2.423728e+01","2.115715e+02","1.278371e+02","6.338395e+01","4.859756e+02","6.558948e+02","3.171558e+03","5.655986e+02","8.097936e+01","2.817649e+04","2.419622e+01","2.947762e+01","4.038378e+03","1.435607e+02","3.439056e+01","1.628957e+03","7.263316e+01","4.039287e+02","6.244361e+01","4.424702e+02","4.965831e+02","5.612425e+00","1.547282e+03","7.207672e+02","1.402301e+02","3.523818e+02","5.451883e+01","1.558333e+00","5.931923e+02","8.846556e+03","9.626486e+00","2.906441e+02","6.360531e+01","2.266240e+02","2.798257e+01","5.806811e+01","4.747382e+02","6.115659e+02","1.325741e+03","4.105346e+04","1.340985e+04","4.328710e+01","5.118199e+01","9.086472e+00","4.126500e+01","1.865505e+00","2.498622e+01","2.415119e+02","5.911765e+03","1.093012e+01","1.087730e+02","1.867910e+00","7.462018e+00","3.770657e+01","2.340212e+03","1.695543e-01","1.403844e+02"
