,PC_18_3__0_0,PC_18_2__0_0,PC_15_0__0_0,PC_17_0__0_0_1,PC_18_0__9_0_CHO,PC_17_0__0_0_2,PC_18_3__18_3__PC_14_0__22_6,PC_16_3__16_0_PC_14_0__18_3__PC_16_2__16_1,PC_16_2__18_2__PC_14_0__20_4__PC_16_1__18_3,PC_16_1__20_4__PC_16_0__20_5__PC_18_2__18_3,PC_16_0_20_5,PC_16_1__16_1,PC_16_1__17_2__PC_15_0__18_3__PC_15_1__18_2,PC_17_2__18_2__PC_15_0__20_4,PC_14_0__18_2_PC_16_2__16_0,PC_16_2__18_2__PC_16_1__18_3__PC_14_0__20_4,PC_18_2__18_3__PC_16_0__20_5__PC_16_1__20_4,PC_16_0__20_3__PC_18_1_18_2__PC_18_1__18_2_1,PC_16_1__17_2__PC_15_1__18_2__PC_15_0__18_3,PC_16_1__17_1__PC_15_0__18_2,PC_18_2__18_2__PC_16_0__20_4,PC_14_0__18_2__PC_16_2__16_0,PC_16_0__18_3__PC_16_2__18_1,PC_16_0_20_4,PC_16_0__20_5__PC_18_2__18_3__PC_16_1__20_4,PC_18_2__20_4__PC_16_0__22_6_1,PC_16_0__20_3__PC_18_1_18_2__PC_18_1__18_2_2,PC_17_1__18_2__PC_15_0__20_3__PC_17_0__18_3_1,PC_18_1__20_4__PC_16_0__22_5__PC_18_3__20_2_1,PC_16_0__16_1__PC_14_0__18_1_1,PC_16_1__18_2__PC-DAG_16_0__18_3__PC_16_0__18_3,PC_17_1__18_2__PC_15_0__20_3__PC_17_0__18_3_2,PC_16_0__18_1_1_1,PC_18_1__20_4__PC_16_0__22_5__PC_18_3__20_2_2,PC_18_2__20_4__PC_16_0__22_6_2,PC_18_1__18_2__PC_16_0__20_3,PC_16_0__18_2__PC_16_1__18_1,PC_16_0__16_1__PC_14_0__18_1_2,PC_18_2__20_1__PC_18_0__20_3,PC_16_0__18_1_2_1,PC_17_1__18_1__PC_17_0__18_2_1,PC_18_0__18_3__PC_16_0__20_3__PC_18_1__18_2,PC_18_2__20_4__PC_16_0__22_6_3,PC_18_2__20_2__PC_18_0__20_4__C_18_1__20_3__PC_16_0__22_4,PC_16_0__16_0_1,PC_16_0__18_0,PC_18_1__18_2__PC_18_0__18_3__PC_16_0__20_3,PC_17_1__18_1__PC_17_0__18_2_2,PC_16_0__18_1_1_2,PC_16_0__18_1_2_2,PC_18_1__18_1_PC_18_0__18_2,PC_16_0__16_0_2,PC_16_0__18_1_3,PC_18_1__20_1__PC_19_1__19_1__PC_18_2__20_0,PC_18_1__20_4,PC_18_0__18_2__PC_18_1__18_1,PC_18_2__20_1__PC_18_0__20_3_1,PC_17_0__18_1,PC_18_1__18_1__PC_18_0__18_2_1,PC_18_2__20_1__PC_18_0__20_3_2,PC_18_1__19_1,PC_18_0__20_2__PC_19_1__19_1__PC_18_1__20_1__PC_18_2__20_0,PC_18_0__20_2__PC_18_1__20_1__PC_19_1__19_1,PC_18_1__22_1__PC_20_1__20_1__PC_18_2__22_0,PC_19_1__22_1,PC_18_1__24_1__PC_18_2__24_0,PC_18_1__24_0,LPC_18_3
PI655984,820.3164,1518682.6,2483.5068,77260.39,268649.88,35988.82,18561.31,34110.5,34968.17,34110.5,33906.113,24034.615,410985.8,25358.91,105815.586,577256.56,301146.78,12419.471,39689.45,16492173,182143.67,28242670,1853776.6,1363413.5,225700.52,2917589.5,60848.94,6593.811,195631.56,23056.549,167602.75,39454.43,18461.105,3242702.2,69414.016,145070.58,11290069,142656.67,14328026,294769.5,1537.9541,33157.39,1004670.25,1590479.2,80586.67,633960.75,1613667,24613.217,392182.44,658407.7,24855.512,39132.613,81283.77,17133.613,58102.137,27565.605,119770.305,5686.715,20747.959,136108.88,4487.762,44667.945,101669.586,11485.894,3575.847,169197.56,27508.055,77260.39
PI576401,441.52496,1191803.4,9064.327,15554.964,99616.39,18429.32,5106.704,10087.386,30066.037,10087.386,15084.325,32772.336,506505.78,24228.88,152424.69,123180.54,165884.6,40679.582,61204.742,13430826,287731.7,34318200,3532517.2,692374.4,125415.09,1630838.4,88151.15,6628.4805,158456.95,26737.633,160821.89,69588.51,3021.4402,3534208,75863.875,46275.062,14495297,147046.73,10966408,979010,979010,11405.42,931489.3,1677608.2,32655.525,489273.47,919023.6,36458.64,685439,1001818.3,35834.402,34151.047,167358.39,8527.297,45171.57,50333.734,91701.8,2137.0466,15655.358,69017.8,24441.498,33543.324,112692.125,17177.94,13895.956,181717.97,6086.446,15554.964
PI656121,191.44037,963457.4,2439.6445,42151.02,119855.29,54443.06,22655.523,5498.2256,18315.568,5498.2256,22171.068,34234.21,315421.88,26591.863,92126.875,341420.6,158042.2,37377.613,46189.91,13064051,43649.297,19103024,1344676.1,187126.45,359620.9,994802,68268.88,2693.2522,165580.9,8929.952,55226.625,38006.996,4549.09,5064805.5,26224.58,250568.44,12838161,53590.434,6663102,1165332.1,3192.8943,51562.797,625683.8,955375.6,9921.112,203464.28,487459.9,15728.6045,586326.8,550321,11656.909,11102.824,40774.848,18571.096,32380.256,55725.066,64936.996,2764.91,15259.664,12061.547,3541.0413,29895.21,57908.906,1067.2607,1433.2426,118555.77,1364.4636,42151.02
PI595718,575.6597,3476819.5,26805.908,144077.75,252687.97,5560.143,51677.88,8888.53,11917.744,28308.738,36337.32,13981.438,157449.61,89572.195,78740.24,129681.055,42934.85,19554.205,69161.04,13070672,76400,15214158,1122799.4,98595.414,270454.25,711729,31770.207,3618.7322,89747.57,3338.5378,87697.03,42181.242,1663.219,1581062.8,55668.887,77210.85,10544572,20966.521,7759803.5,725660.25,400438.8,288214.38,361719.84,1084162.6,246530.88,19192.71,506528.34,16827.338,620132.9,625675.75,20724.248,9134.534,68924.945,36466.973,29444.826,24393.467,42937.793,17826.791,11794.134,12179.147,2159.5208,1024.8604,42955.8,1261.949,640.9079,5925.455,22156.016,144077.75
PI656036,361.98523,1680844.4,22568.654,17419.709,147305.45,63577.496,13605.864,2527.94,7340.5146,23568.709,34864.02,33697.582,339352.84,9696.971,235751.77,347819.03,286746.3,41987.477,174254.61,16721612,173773.98,27625854,1035471.44,707858.25,136086.75,1548370.5,43496.453,67720.78,198211.11,34728.562,160405.55,39825.152,18207.66,3212634,90996.39,86316.72,18627290,133499.06,30296662,2131529,2278.7014,33400.527,625487,2368353.5,41322.35,591538.2,1375774.4,35573.1,982501.9,1628500.4,5684.162,28330.688,385308.4,17310.611,65177.76,59512.86,162792.98,10026.653,5676.908,258694.4,51092.812,39753.316,114038.305,11971.814,9553.737,236834.6,23937.838,17419.709
PI656105,683.35986,2569986.8,18390.191,345957.44,804666.8,4781.013,32350.484,6973.4365,3170.1382,20201.027,20953.479,18592.34,140395.08,10521.535,74759.375,204651.92,80648.375,16815.375,9726.355,17041412,204394.16,16332440,524507.9,383488.16,491886.2,1364053.5,93849.65,934.8152,167462.84,1792.8088,34076.824,42698.215,2692.7178,4011360.8,88764.16,23385.379,9622674,100498.1,5604322.5,485449.4,29817.965,71818.68,1002551.1,755169.9,7829.8286,36593.95,498147.88,30088.512,291313.7,267859.88,7029.423,7037.0386,36742.2,4814.707,35467.4,23514.885,49313.977,19621.092,26669.436,14803.26,2870.8784,2583.8774,54483.66,816.58325,1994.3163,5771.22,677.36316,345957.44
PI656038,146.80377,1768063,5884.732,33974.734,116701.87,123491.29,66466.34,26577.139,16125.2295,36031.945,19213.447,6581.085,254185.08,18420.008,246299.2,243705.34,198861.36,89414.44,118343.94,6772620,251162.27,52648036,1086496.2,2427438,193490.62,3211538,128998.19,45259.49,268654.38,26088.967,194508.34,19452.406,17164.166,6581798,112445.805,392909.56,25232456,174503.16,30144976,3892088,4451.516,155825.72,1719986.8,2404439.5,231924.27,870805.25,2677629.5,61079.39,1064959.8,1311577.4,62591.168,63495.54,165405.06,25585.09,111012.31,27430.672,233424.48,14912.939,61402.938,257727.16,8582.745,78036.34,147632.61,21080.357,21497.129,305615.12,23697.064,33974.734
PI656089,96.78352,1587134.5,20033.275,55957.15,339223.1,39091.715,6289.368,19069.184,24685.512,31876.021,39962.766,17048.012,376745.2,34050.6,134443.69,140362.36,69692.664,10371.408,7840.3247,5786055,53737.156,17654260,3109879.5,50637.406,969344.75,1753925.6,295164.44,34499.73,77770.336,20607.914,147136.56,56559.523,1972.609,368236.3,29009.299,69889.14,5286680.5,183898.34,12843966,1229773.4,1267836,41855.258,537730.6,2299792.5,132557,103539.06,1188143.4,35789.34,368582.84,562000.6,3699.0593,19459.395,246774.16,9700.197,38884.23,50356.37,140386.38,4355.7427,5760.085,146732.14,6868.8887,55947.95,109090.45,17918.762,16742.803,121639.96,4697.698,55957.15
PI597950,890.95935,1790564.8,1617.7544,202432.55,1409408.5,3158.2004,8198.096,4172.232,35894.637,8156.1104,8184.4087,17395.361,210241.9,9589.16,79393.09,128336.83,95595.08,17603.31,37430.66,7780713,57976.97,19858234,1981177.5,852779.56,85030.234,599058,30246.639,11087.656,125121.52,13379.6455,238127.75,62526.543,17039.014,1500809.9,64024.082,101642.805,7843666,102129.88,7790773.5,485868.16,8442.042,8851.638,444633.06,1272428.4,43997.25,798314.5,1668818.6,31617.7,135964.8,679072.6,36994.062,24151.559,81741.12,18794.254,29441.236,26258.693,65638.91,2213.3567,11121.133,108874.375,3341.939,31834.332,91699.68,11741.182,17678.441,136495.92,4542.098,202432.55
PI533957,283.77808,4681557,36976.51,182226.38,363654.94,24411.037,52863.504,2196.443,21233.89,11374.436,39558.355,12385.436,91703.01,17786.223,138152.14,104732.97,145299.6,20828.637,70081.016,10852142,326062.12,20704964,694853.2,30398.135,685653.25,737058.06,1062.2307,5732.983,74035.14,4864.894,63098.97,15645.498,1467.0469,2545476.8,23291.99,446862,12188256,5143.0967,8916733,676442.56,73886.4,363258.8,712392.6,831459.3,605565.8,17046.414,823908.56,13547.212,783994.8,812852.6,8420.753,4658.645,80016.92,3469.3845,10164.281,18856.766,62246.547,7586.673,32300.324,54895.008,3659.481,1723.3247,30188.043,870.1365,628.25946,47121.51,2000.5435,182226.38
PI576347,447.18723,1927044.5,7051.543,149761.52,449927.34,82308.555,114524.47,26528.072,6408.47,26528.072,49438.27,8606.505,421395.34,45448.773,175713.89,544160.5,317537.56,57247.242,138216.45,5785721.5,97664.836,27431148,3408404.2,3193209,520241.38,3159298,503036.56,4506.566,167633.34,37424.09,118324.164,162975.22,43734.492,6660159,209875.9,236510.47,19304960,309062.47,11888693,763195.44,3960.395,69321.3,969091.2,2167127.5,27796.535,183770.88,1136080.5,30380.332,368065.2,704154.06,25037.8,60256.824,178242.53,9257.758,31312.02,42214.305,57715.043,51807.74,24834.15,54303.945,79977.24,46423.53,90550.88,7886.3545,9397.592,55108.938,22503.512,149761.52
PI533800,801.9865,1713253.1,20872.658,12655.821,151146.72,30416.342,18761.447,27462.98,30138.04,22101.156,15846.015,5867.736,267256.28,22375.824,251816.75,259236.11,229143.02,10278.875,68760.41,6588817,103022.016,23226570,2445501.8,2062485.9,457447.28,2225618.2,390737.7,32696.682,106862.34,20090.145,207656.08,46123.004,29043.752,1406769.5,45702.312,101668.97,8999168,286771.66,8970943,1055358.6,18414.596,14759.266,553917,3040305.5,29697.875,333651.94,1694252.2,18129.055,112016.02,1099040.1,34761.11,2962.747,345332.8,12001.105,56866.38,5734.6304,87579.46,4624.021,25868.062,157435.06,6304.509,31221.594,145157.72,6477.3955,6327.4707,261302.44,16665.371,12655.821
PI533776,287.42902,1854995.9,18608.363,31767.113,148179.39,91063.09,77446.45,25639.791,8747.023,25639.791,55272.906,54474.664,502876.34,19012.729,199379.42,423142.1,236850.95,118426.51,133401.53,17397872,96299.77,35514500,2327057.5,1687679.9,444286.75,2641247.5,32574.441,25083.2,179826.44,18000.61,181175.45,93898.28,21152.709,6686162.5,78846.19,274944.16,17857122,213203.84,7680188.5,136566.2,3051.7405,50742.062,1074382,2483143.2,49824.56,665835.75,1252233.5,20114.25,825945.4,874987.94,26938.717,47525.215,157529.62,22339.613,37350.504,39089.914,91340.66,22912.469,17860.951,109994.58,5254.888,43112.64,109620.31,2473.6245,2585.2346,187714.8,12553.598,31767.113
PI656096,398.97314,1614182.5,5683.9365,44849.15,168025.97,90129.7,63065.086,2100.2263,30787.043,28323.326,15276.721,29627.406,357274.6,52421.94,211674.3,428998.9,245820.28,41033.617,96737.46,10418007,233974.03,23173334,1118153.5,3384178.8,751573.75,2661677.2,283215.8,30587.482,165964.39,20373.777,123333.64,20974.562,16461.938,3954645.8,108232.305,154457.52,17752692,186519.84,12866900,1505893.8,3157.4167,13224.768,741034.94,3067896.5,18877.414,440192.1,1102557.5,16603.672,577419.1,1157837.6,34320.402,31550.02,177978.12,31696.04,50921.645,25010.064,90198.24,14415.961,13903.427,81319.55,2688.1506,37130.07,89525.05,1845.7327,11421.211,159447.4,20177.744,44849.15
PI653617,66.814026,1189794.6,4390.8135,2103.1602,51107.516,112525.49,41805.598,11072.993,45299.918,22962.85,50626.473,26862.775,339205.16,45491.105,139126.34,467748.75,222503.4,62411.918,175233.67,31718402,392876.03,36258456,1542239.1,51682.688,667611.44,2397116.8,303656.38,37003.656,369971.03,15936.033,216226.95,201873.03,17332.781,7831091,58457.58,389628.97,19995240,162745.53,15011800,602073.25,2360.4617,111955.58,1392276.4,1272981.9,34099.344,43637.52,1396319.2,36185.95,1554174.9,818349.6,17697.125,45995.594,110678.35,15556.602,57979.84,48624.492,61681.742,56975.38,18909.55,62450.285,67616.21,40580.027,115076.42,15947.911,16861.53,126901.984,13344.706,2103.1602
PI659693,1897.0278,2946776.2,2612.127,276546.1,788586.56,390103.1,54287.613,83766.25,24378.98,140303.39,64650.344,8791.696,293201.44,2182.8901,162216.95,453711.62,180391.78,213356.44,111203.64,20472264,47728.094,29354972,2055650.1,720535.06,17467.576,1312994.1,175521.14,183.10596,214221.38,14550.396,107443.37,114205.4,20088.648,4817393.5,19181.512,17303.385,19918094,35576.145,12111084,622281.94,268982.7,4118.148,1426933.2,2279466.5,6711.256,1557707.9,496114.75,35603.008,579946.06,354093.44,11085.981,48923.33,97321.38,7765.608,81490.75,118479.234,93194.98,12263.002,45439.277,37059.85,20389.928,33319.992,83610.42,1546.419,2991.797,69591.81,11362.04,276546.1
PI595740,828.2456,1579065,5227.0137,212282.08,486668.28,55703.664,5117.0977,11671.247,37580.195,11671.247,50214.918,35183.37,252330.55,61225.11,165320.9,617341.2,419429.1,10576.516,95082.586,19349526,312444.75,26039848,248882.62,3615436.2,1334349,3066899.5,538792.6,12985.319,243813.61,11970.153,133183.05,104095.99,23721.264,3959583,114629.305,173318.88,9362907,232689.23,8999598,195920.9,57786.543,146384.67,1581618.6,1698997,110931.805,203755.64,1012384.2,31841.88,529702.94,399869.62,25553.19,40132.88,158533.47,11740.141,65265.676,42983.07,93022.84,44288.965,5391.763,12244.372,61628.62,54811.234,100010.66,13925.077,22218.506,129360.29,40874.34,212282.08
PI656082,145.1543,1341229.2,2848.129,30475.666,141567.31,46271.555,32007.227,7300.2295,26345.814,7300.2295,40119.152,1533.9666,213164.98,10474.029,169745.83,216521.6,164424.08,25775.545,109134.73,12818032,70863.44,23008358,471988.3,35482.76,447669.25,1887787.9,237809.5,26076.322,149736.88,17222.55,107371.695,18302.516,12257.702,3370850.2,65982.836,193235.83,15186654,137342.88,7955268.5,1086838.5,1661.6829,133986.69,1063671.6,1509747.5,18771.695,76813.51,1366606.8,34005.246,173677.64,604615.06,44835.547,38235.688,155203.77,18114.113,58587.54,54765.293,112122.266,2972.281,7277.3457,134381.81,30570.477,47381.723,119277.46,12955.182,12285.077,170195.97,8306.912,30475.666
PI597952,2017.7327,4319379,30912.355,524027.9,1478081.8,95964.94,65053.082,9333.159,29793.479,51981.457,43086.89,20026.67,325758,15894.89,112510.1,471360.25,283457.16,28665.918,36962.22,21397976,350036.3,27330630,2328037.8,1151654.5,1040963,2092669.8,109199.836,8611.148,186693.89,13339.676,201194.23,30360.453,24384.363,4913870.5,22192.744,358888.97,18631054,115558.62,14112808,432169.03,432169.03,239612.16,1298545.1,1243627.5,55719.83,24556.02,901400.9,69380.48,982464.2,639107.7,5657.4717,17797.023,85859.11,14264.611,67609.65,60126.484,66677.98,11199.194,28723.201,34558.008,13613.715,50401.89,118541.49,4469.907,12512.749,23966.18,990.1907,524027.9
PI585291,336.4571,1732852.8,7820.546,124698.03,313732.16,58030.887,46996.266,6923.077,33623.28,6923.077,33545.668,28354.355,151864.45,34265.85,195040.25,295142.25,286244.38,22493.879,46524.08,20840924,375140.1,13848369,239059.62,44545.18,355382.03,1923872.6,198571.23,5662.3984,265507.72,13096.23,118231.93,67240.06,22172.617,4503125,97216.586,255957.06,9855527,121783.05,11151797,848397.4,1160.3274,16803.2,1365840.4,1490152.1,89906.38,255782.58,1467810.2,39112.215,691234.75,537834.56,33694.99,43164.8,103765.18,21037.059,46604.44,22302.69,54493.582,54153.03,26549.867,13502.146,69723.6,43431.36,89429.82,13144.55,2238.4849,98311.03,15980.82,124698.03
PI597949,366.73657,1874267.2,5660.1978,44718.51,375143.2,2625.1716,9334.484,16093.995,48420.504,41953.668,19220.852,32927.902,300423.38,13832.429,216012.9,322855.1,256130.83,52575.258,63629.207,7429568.5,60189.117,36027904,1346597.1,1509290.6,621309.8,3368427.2,216382.95,47495.758,150486.4,30550.25,208446.27,130329.02,31355.5,1187357.9,27890.629,100442.66,10488705,275784.25,6567166.5,509902.47,33449.207,15809.595,760751.5,3384797,177248.47,1113380.9,3630564,58204.902,200732.28,948577.44,40398.027,32258.406,278630.25,21307.016,114579.79,75421,71201.46,9081.016,6142.1187,498142.75,17326.9,65568.27,189762.98,19699.748,3114.441,282469.34,20588.064,44718.51
PI533750,547.3127,1998131.4,25491.188,186237.97,358067.2,44556.555,75891.68,7775.767,25666.975,13734.715,36211.902,9288.591,186260.92,11939.706,83541.945,340087.47,148432.53,28752.715,107427.945,19062184,222529.23,16765963,2050252.4,868151.8,1188402.4,2321611.5,21496.742,3350.7244,197797.64,11249.956,141013.31,43053.055,28472.145,3450894.8,48959.812,101076.42,14879932,90081.984,10216325,5197.1875,50581.617,233355.4,1013029.94,1380248.2,61220.676,70056.664,756783.1,31068.32,1063150.2,669276.4,9311.942,24581.65,172154.38,21436.85,43199.156,47073.836,35386.492,13619.614,11555.632,86825.47,3479.0215,30468.182,68199.37,3455.1682,3731.9065,28735.29,2122.225,186237.97
PI534139,120.79062,1334635.2,5281.293,4712.576,48937.285,87252.9,8810.777,31257.48,63102.445,31257.48,17303.932,53708.42,438934.75,20968.297,489069.56,424386.7,373658.44,60152.473,195633.75,14203913,194828.06,40254596,798820.75,1229598.5,205711.11,4503284.5,921274.44,85864.945,273886.72,42644.363,274430.38,188199.86,39738.242,4087647.2,82126.39,166335.5,21302224,301432.53,31151418,1094206.9,67076.62,34425.508,1671254,5286379,95946.33,327853.25,2595532,47988.953,809408.7,1610129.8,6358.871,69026.1,493320.4,23061.68,122377.12,83734.8,270404.25,8350.023,7382.2847,427619.16,16215.981,53602.953,215128.16,35886.773,13986.655,376968.4,53594.367,4712.576
PI576434,344.5291,1705996.9,6749.3574,9781.107,85008.96,133811.42,12307.369,10089.26,37237.105,17167.193,38005.617,23075.393,324352.03,12353.464,246825.6,315021.2,259888,46764.19,147373.16,12585587,195680.72,33550148,1770013.6,1793642.5,376871.72,2569217,174916.72,51437.535,229181.28,27531.86,153689.89,62648.934,8774.127,4687883.5,78698.86,440527.3,19901850,134867.4,15877267,1419610.1,3358.3364,78802.8,1222913.4,2476318,66195.914,675615.06,1768243.8,29356.062,1606034.5,1363481.1,21601.832,50583.477,323125.22,13343.198,136430.44,68860.17,91920.6,5259.299,21894.965,168543.31,13980.927,48188.07,85031.64,7078.125,4621.6045,129760.8,11950.382,9781.107
PI565121,189.15338,1582243.2,7276.0796,23760.82,206966.14,46495.56,3751.8442,47043.53,4314.4893,47043.53,10070.721,27105.943,254947.61,12367.117,196835.69,162209.5,165899.97,33111.43,51576.37,11714955,113338.89,31136284,603926.94,770708.7,187980.92,2434010,237196.92,3332.0537,58803.316,17545.34,119804.97,37051.895,18536.908,1914726.9,42223.33,120698.195,10810115,216918.83,13049664,1606998.1,32233.71,18876.555,571692.3,2151995.8,12518.117,791882.5,2229858,22571.482,156550.81,788880.06,43775.59,29190.242,84144.68,8800.839,53779.277,37208.832,124210,7193.14,1492.8086,180963.66,5584.244,43429.94,76569.1,1723.5928,2418.6477,103713.234,7955.3438,23760.82
PI656008,161.49246,1536455.1,3274.2136,8742.75,142608.89,65404.457,17671.174,12239.254,38055.992,29895.049,79021.7,5943.444,448504.06,38256.72,152491.84,330984.66,304142.12,51723.715,83783.875,15353275,198111.66,36354550,3025494.5,3738929.2,363504.4,4573571,341181.25,53617.176,195786.22,26680.797,220497.95,22256.16,27302.793,3052975.8,157538.97,42804.273,12390619,305108.12,22179246,1059602,54489.438,54226.05,958296.44,3938752,137404.33,218633.23,2267361.5,60777.695,431987.12,1027847.25,5750.38,56102.613,316989.94,17226.992,81233.01,71892.414,139253.03,3210.9084,19334.54,157115.67,14260.086,79886.92,159306.19,26552.38,33453.223,333922.88,12991.309,8742.75
PI656026,90.9601,1876118,3290.4038,31901.71,66486.49,98322.47,101756.234,9341.087,16504.127,9341.087,22342.115,43388.95,438296.3,49428.395,155142.69,416659.53,169248.81,75077.05,128073.516,15281720,278425.53,18842726,3498400,841288.2,334922.38,1016948.94,45035.99,25764.793,202707.47,15376.319,126512.5,50002.348,13652.419,11917233,150886.14,260626.11,27106526,96950.35,8423591,322554.3,322554.3,73064.484,1150999.5,953358.7,28316.617,17872.758,1231482.5,29220.195,1590535.8,824921.5,18370.03,5016.9478,81802.92,23655.79,29562.738,66688.67,97341.94,19153.78,19996.768,92166.93,7494.4893,34718.37,108860.305,1498.177,3360.6665,162896.56,10496.64,31901.71
PI656048,420.9438,1422821.2,2491.5925,90492.32,303248.8,14183.221,41582.36,25026.125,36274.484,25026.125,46385.684,46725.906,406033.25,45080.734,131023.51,510439.38,393965.3,37501.242,81264.54,20699518,145003.5,28203372,675077.3,3915835.5,729159.7,2452535.5,226055.58,8339.787,288025.56,18333.74,247658.73,129875.234,28924.033,5454915.5,38297.957,167514.81,16358106,64395.234,14000173,522293.44,1956.2556,82302.586,1280893.1,1999229.9,93150.016,657707.6,1519140.6,20426.732,265283.97,726679.6,40401.46,39279.27,67649.266,13436.419,78132.31,39043.94,73185.07,27972.418,25584.27,56779.24,9669.159,43834.4,72267.42,2364.5571,14283.3545,140877.38,9857.862,90492.32
PI533807,50.719234,1207389.6,5237.955,6308.1455,71941.53,66869.24,11155.735,16931.107,24861.805,16931.107,5996.3633,15347.652,184105.1,4943.4434,108183.72,203720.47,77138.3,44361.277,50566.234,14152776,211401.39,15881984,1599740.6,1899697.5,220289.98,3165445,275834.5,5142.201,121819.94,15138.022,91274.625,49487.664,16544.818,2701421.8,42693.355,167916.39,11998682,261791.98,9533388,1934472.2,2737.82,53149.164,513395.5,4790190.5,41277.312,268943.28,821315.1,11294.994,365942.38,1204745.4,30364.326,24239.795,225641.38,1380.7815,15474.935,16896.818,65095.754,12361.336,10486.845,66535.58,5167.407,29316.975,54923.5,1242.0409,1026.012,71923.125,13749.838,6308.1455
PI533921,908.9042,2062876.1,1608.7673,122025.92,375393.94,171916.95,63857.277,25041.88,14315.555,25041.88,39305.77,20964.832,201132.08,15056.885,115851.71,249475.05,161117.28,30758.08,43601.426,16826776,144712.75,6459671.5,3101796,22647.102,125867.78,2942661.5,65682.414,3658.304,123938.24,12290.9,61107.266,8784.208,15492.959,4148674,169430.23,112865.805,12420264,204154.33,10319971,1084722.6,36493.383,151594.06,640783.2,1218892.9,15779.3545,113935.08,566745.3,19211.178,524695.06,691487.6,28213.242,20675.172,112276.34,6172.6357,20181.873,25654.102,66807.75,24978.398,18291.53,53553.99,29740.146,23673.635,53144.074,1913.4949,1442.8656,11744.781,2810.2075,122025.92
PI655972,296.5579,1876352.2,24303.045,10500.646,85778.2,70033.016,58870.074,32435.44,23127.395,25029.365,7684.442,34563.71,264961.75,16280.885,140513.42,237714.6,162968.17,45750.773,10402.038,14060668,161874.28,15242437,1363265.9,479998,120865.26,1569514.5,43241.777,25376.068,179960.06,19166.309,159926.53,39629.344,17177,4996669.5,16888.244,109737.83,16922174,70146.56,13763641,288027.38,3790.249,7657.129,894496.56,1415441.4,47804.305,34102.133,1120885.6,28327.791,507309.84,817233.4,26778.32,33756.688,134753.72,63526.246,47877.35,25630.055,102237.63,13961.21,28809.15,103281.28,6098.709,29011.324,98742.59,7259.693,4740.78,132336.86,8782.608,10500.646
PI641849,295.11667,1762979.4,4227.4043,60280.273,192346.84,186842.7,53879.246,17225.863,87434.26,28357.217,8790.465,43467.42,380822.34,49232.848,416687.88,170894.64,299866.12,81444.04,193062,27193658,257775.95,49998228,3676372.8,1027355.7,819514.2,2051900.4,186676.44,77587,449521.34,27672.398,429087.7,203882.48,20416.527,8927366,92794.05,276902.47,32645092,186182.25,30259498,1113162,4166.506,62271.79,2171289.2,2426720,70192.734,1167404.2,3061646,56127.2,1878624.5,1425316.8,84036.98,101169.234,222658.39,28535.543,83628.414,135596.28,171052.56,2637.6404,41790.62,186359.9,2151.9854,123516.65,159390.36,25095.842,11737.538,400117.38,11717.145,60280.273
PI561472,106.328674,1805553.5,10974.273,16226.192,130142.945,68937.83,98157.65,22940.299,39322.88,21097.408,13407.451,32369.824,290194.2,18408.783,314343.28,341060.12,210102.27,81249.45,177912.38,12133622,220478.14,26780804,1933126.4,4449592,178219.53,3334187.5,128297.96,63113.57,220164.19,13618.519,144459.06,125945.45,21627.615,6766537,22756.693,337141.75,25850748,144586.47,13154770,8270.355,49002.453,52399.855,1072004.5,3659934.2,112239.805,161694.55,1304967.8,61927.29,850733.56,1157804.6,16148.186,41331.426,228424.28,41882.805,58044.23,69469.734,220828.83,24363.191,26611.465,214813.75,20772.926,51725.402,146161.64,11118.581,12229.6455,126829.22,8448.046,16226.192
PI656046,967.2811,1385042.5,12031.135,189635.72,376785.16,36384.188,63237.45,5451.3765,39482.363,6492.6973,38014.55,44370.637,295590.34,22980.146,146323.86,241554.56,130169.125,44627.14,73648.55,19788916,508053.03,8988362,702681.7,2187822,1058751.2,2111154,168214,3085.686,324407.62,6276.422,174632.64,33951.64,27423.08,3519929.8,139438.48,286476.1,11332663,142500.36,9792864,593771.25,31385.18,57912.39,1040531.7,933630.56,140054.34,43079.215,970398.9,32900.74,795436.6,485252.94,29885.97,33535.914,89962.375,9317.827,49116.42,33914.703,60018.41,52754.125,2286.8794,7749.426,111534.734,39008.848,100768.266,13584.086,17589.656,89295.56,16546.064,189635.72
